Rep,Last Activity Date,DS Last Activity Date,CED,CUSTOMER,Future $,DS Future $,Comments,DS Comments,COMPANY_NAME,CONTACT_NAME,ADDRESS,SUITE_NUMBER,CITY,POSTAL,PHONE,ACCOUNT,WEEKLY, SELECTED SIC ,DISTRICT CODE,FRENCH_PREFERRED_CORRESPONDENCE,POPULATION CODE,SIC DISCRIPTION,,A,2
,,,,,,,,,ALONSA COMMUNITY CTR,"OLESCHAK, HENRY",12 PTH,,ALONSA,R0H 0A0,2047672218,,,864108,,,,CLUBS,OLESCHAK,RAFAEL,MANAGER
,,,,,,,,,ALONSA CONSERVATION OFFICE,"GURKE, SHAWN",18 RAILWAY AVE N,,ALONSA,R0H 0A0,2047672101,,,839937,,,,ENVIRONMENTAL CONSERVATION/ECOLOGCL ORG,GURKE,KEVIN,MANAGER
,,,,,,,,,ALONSA CURLING RINK,"ZDAM, TANNIS",1ST AVE N,,ALONSA,R0H 0A0,2047672149,,,799707,,,,CURLING CLUBS,ZDAM,,
,,,,,,,,,ALONSA FIRE HALL,,121 MAIN ST,,ALONSA,R0H 0A0,2047672021,,,922404,,,,FIRE DEPARTMENTS,,,
,,,,,,,,,ALONSA FIRE HALL,,RAILWAY AVE S,,ALONSA,R0H 0A0,2040001111,,,922404,,,,FIRE DEPARTMENTS,,,
,,,,,,,,,ALONSA LGD MUNICIPALITY,,20 RAILWAY AVE,,ALONSA,R0H 0A0,2047672054,,,912104,,,,"GOVERNMENT OFFICES-CITY, VILLAGE & TWP",,,
,,,,,,,,,ALONSA MEDICAL CLINIC,,27 RAILWAY AVE S,,ALONSA,R0H 0A0,2047673000,,,801101,,,,PHYSICIANS & SURGEONS,,,
,,,,,,,,,ALONSA POST OFFICE,"MOZVDEN, CHARLENE",109 MAIN ST,,ALONSA,R0H 0A0,2047672298,,,431101,,,,POST OFFICES,MOZVDEN,HELLAR,EXEC DIRECTOR
,,,,,,,,,ALONSA SCHOOL,"MC MICHAEL, VERN",6 50 PTH,,ALONSA,R0H 0A0,2047672168,,,821103,,,,SCHOOLS,MC MICHAEL,CLAUDETTE,OWNER
,,,,,,,,,ALPHA CONSULTING INC,"HAYWARD, DOUGLAS",848 CENTENNIAL ST,,WINNIPEG,R3N 1R5,2042281721,,,874201,,,,BUSINESS MANAGEMENT CONSULTANTS,HAYWARD,STEVE,OWNER
,,,,,,,,,ALPHA FIRST AID-SECURITY TRNG,"PERRETT, KEN",609 FOXGROVE AVE,,EAST ST PAUL,R2E 0A6,2047911209,,,829910,,,,FIRST AID INSTRUCTION,PERRETT,KEN,SITE MANAGER
,,,,YES,,,,,ALPHA HAIR & BODY,"ADAMS, NAOMI",227 MAIN ST,1,STEINBACH,R5G 1Y7,2043266558,8681,,723106,,,,BEAUTY SALONS,ADAMS,TYLER,MANAGER
,,,,,,,,,ALPHA TAXI,,601 17TH ST E,,BRANDON,R7A 7C8,2047280000,,,412101,,,,TAXICABS & TRANSPORTATION SERVICE,,,
,,,,,,,,,ALPHAIR VENTILATING SYSTEMS,"JONKMAN, RON",1221 SHERWIN RD,,WINNIPEG,R3H 0V1,2046946666,,,179603,,,,BLOWERS & BLOWER SYSTEMS,JONKMAN,SHANNA,OWNER
,,,,,,,,,ALPINE ANIMAL HOSPITAL,"STANDISH, JIM DVM",10 KEENLEYSIDE ST,H,WINNIPEG,R2L 2B9,2046619090,,,74201,,,,VETERINARIANS,STANDISH,KARROL,OWNER
,,,,,,,,,ALPINE BOWLING LANES,"RAMOS, NELSON",20 ALPINE AVE,,WINNIPEG,R2M 0Y5,2042556100,,,729993,,,,PARTIES,RAMOS,ANTHONY,MANAGER
,,,,,,,,,ALPINE ELECTRIC,"ALTHONSO, D",3000 MAIN ST,C,WINNIPEG,R2V 4T2,2046611341,,,173101,,,,ELECTRIC CONTRACTORS,ALTHONSO,ALFRED,OWNER
,,,,,,,,,ALPINE IMPORTERS,"HECKL, MIKE",949 REDONDA ST,,SPRINGFIELD,R2C 2Z2,2046638525,,,509905,,,,IMPORTERS (WHLS),HECKL,LINDA,OWNER
,,,,,,,,,ALPINE IRON WORKS,"BERTER, JOHANNES",1162 RICHARD AVE,,WINNIPEG,R3E 3J3,2047722263,,,179905,,,,RAILINGS,BERTER,GLEN,MANAGER
,,,,,,,,,ALPS CANADA,"VHU, LU",16 MAZENOD RD,5,WINNIPEG,R2J 4H2,2046549472,,,599922,,,,ARTIFICIAL LIMBS,VHU,KEN,OWNER
,,,,,,,,,AL'S COFFEE EQUIPMENT REPAIR,"CZARKOWSKI, ALLAN",412 EMERSON AVE,,WINNIPEG,R2G 1G7,2046943541,,,596307,,,,COFFEE BREAK SERVICE & SUPPLIES,CZARKOWSKI,ROSANNE,MANAGER
,,,,,,,,,AL'S CONCRETE DIAMOND DRILLING,"TANASICHUK, CHRIS",110 VALLEY VIEW DR,,WINNIPEG,R2Y 0R8,2048373387,,,178102,,,,DRILLING & BORING CONTRACTORS,TANASICHUK,SUZANNE,OWNER
,,,,no,,,,,ALS ENVIRONMENTAL,BARB BAYER,1329 NIAKWA RD E,12,WINNIPEG,R2J 3T4,2042559720,,,821103,11,,9,ACCOUNTANTS,,A,2
,,,,,,,,,ALS SOCIETY OF MANITOBA OFC,"RASMUSSEN, DIANA",1717 DUBLIN AVE,2A,WINNIPEG,R3H 0H2,2048311510,,,869903,,,,ORGANIZATIONS,RASMUSSEN,NEIL,OWNER
,,,,,,,,,AL'S WELDING & MACHINE SHOP,"HAMILTON, ALLEN",NW 9-3-17W,,KILLARNEY,R0K 1G0,2045238496,,,359903,,,,MACHINE SHOPS (MFRS),HAMILTON,TODD,SITE MANAGER
,,,,,,,,,AL-SAN UNDERGROUND LTD,"SANTOS, ALFRED",233 WOLF AVE,,WINNIPEG,R2R 2Y5,2046944506,,,162307,,,,SEWER CONTRACTORS,SANTOS,KIM,SITE MANAGER
,,,,,,,,,ALSHAM FOOD MARKET,,1574 ST MARY'S RD,,WINNIPEG,R2M 3W4,2044162901,,,541105,,,,GROCERS-RETAIL,,,
,,,,,,,,,AL-SHIFA PHARMACY,"TARIQ, MOHAMMAD",63943 PORTAGE AVE,,WINNIPEG,R3B 2G4,2047725555,,,591205,,,,PHARMACIES,TARIQ,CRYSTAL,OWNER
,,,,,,,,,AL-SHIFA PHARMACY,"TARIQ, MOHAMMED",639 PORTAGE AVE,,WINNIPEG,R3B 2G4,2047725555,,,591205,,,,PHARMACIES,TARIQ,JEFF,OWNER
,,,,,,,,,ALSIP'S INDUSTRIAL PROD LTD,"ALSIP, BRAD",1 COLE AVE,,WINNIPEG,R2L 1J3,2046673330,,,502310,,,,FIREPLACE EQUIPMENT-WHOLESALE,ALSIP,MARVIN,PRINCIPAL
,,,END 2009,NO,,,,,ALSTAR AUTO ELECTRIC LTD.,,4-2166 NOTRE DAME AVENUE,"WINNIPEG, MB R3H 0K2",WINNIPEG,R3H 0K2,,7833,,,,,,,,,
,,,,,,,,,ALT HOTEL WINNIPEG,"REEVES, LIANE",310 DONALD ST,,WINNIPEG,R3B 2H3,4318004279,,,701101,,,,HOTELS & MOTELS,REEVES,MIKE,OWNER
,,,,,,,,,ALTAMONT HOTEL,"GRENIER, EMILE",70 EMPRESS AVE,,ALTAMONT,R0G 0A0,2047442246,,,701101,,,,HOTELS & MOTELS,GRENIER,GLENN,EXEC DIRECTOR
,,,,,,,,,ALTAR BREAD PLACE,,59 SPEERS RD,,WINNIPEG,R2J 1M4,2042378011,,,502118,,,,CHURCH FURNISHINGS (WHLS),,,
,,,END 2006,NO,,,,,ALTEC INDUSTRIES LTD,"MAGNE, NORM",57 DURAND RD,,WINNIPEG,R2J 3T1,2046542200,2814,,371303,,,,TRUCK BODIES-MANUFACTURERS,MAGNE,ARI,MANAGER
,,,,,,,,,ALTER EGO HAIR STUDIO,"MURGOLO, MELISSA",686 SPRINGFIELD RD,6,WINNIPEG,R2G 4G3,2046694388,,,723106,,,,BEAUTY SALONS,MURGOLO,RYAN,SITE MANAGER
,,,,,,,,,ALTER EGO SPORTS,"MARTIN, JEFF",1605 PEMBINA HWY,A,WINNIPEG,R3T 3Y6,2044754908,,,594113,,,,SPORTING GOODS-RETAIL,MARTIN,ELEANOR,SITE MANAGER
,,,,,,,,,ALTERED STATE SCAFFOLDING,"BATEMAN, RICHARD",955 PORTAGE AVE,336,WINNIPEG,R3G 0P9,2042926908,,,735915,,,,SCAFFOLDING-RENTING,BATEMAN,DANAH,MANAGER
,,,,,,,,,ALTERED STATE SCAFFOLDING LTD,,371 HENDERSON HWY,,WINNIPEG,R2K 2H2,2048379903,,,735915,,,,SCAFFOLDING-RENTING,,,
,,,,,,,,,ALTERNATIVE ELECTROLYSIS CLNC,"SOKOLOWSKI, TANYA",757 13TH ST,,BRANDON,R7A 4R6,2047274477,,,729910,,,,HAIR REMOVING,SOKOLOWSKI,JANE,SITE MANAGER
,,,,,,,,,ALTERNATIVE SOLUTIONS,"KENNEDY, PETE",1379 PORTAGE AVE,,WINNIPEG,R3G 0V8,2047759513,,,839998,,,,NON-PROFIT ORGANIZATIONS,KENNEDY,RUBINA,OWNER
,,,,,,,,,ALTERNATIVE SOLUTIONS TERAGY,"BEVAN, JOHN",1615 REGENT AVE W,,WINNIPEG,R2C 5C6,2048886149,,,832210,,,,DAY CARE CENTERS-ADULT,BEVAN,MERLE,PARTNER
,,,END 2016,NO,,,,,ALTOBA FREIGHT SYSTEMS INC,,169 EAGLE DR,,WINNIPEG,R2R 1V4,2046333963,4907,,421304,,,,TRUCKING,,,
,,,,,,,,,ALTONA AIRPORT-JL6,,NE 4-2-1W,,ALTONA,R0G 0B0,2043246016,,,458106,,,,AIRPORTS,,,
,,,,,,,,,ALTONA BAPTIST CHURCH,,106 4TH AVE SE,,ALTONA,R0G 0B3,2043241647,,,866107,,,,CHURCHES,,,
,,,,,,,,,ALTONA BRANCH,"FORRESTER, LIZ",125 CENTRE AVE W,113,ALTONA,R0G 0B0,2043241503,,,823106,,,,LIBRARIES-PUBLIC,FORRESTER,BRENDA,OWNER
,,,,no,,,,,ALTONA CENTENNIAL PARK,RON EPP,10TH AVE NW,,ALTONA,R0G 0B0,2043245288,,,806202,3,,1,HOSPITALS,,I,2
,,,,,,,,,ALTONA CHIROPRACTIC CTR,"REDHEAD, G D DC",86 2ND ST NE,,ALTONA,R0G 0B0,2043245325,,,804101,,,,CHIROPRACTORS DC,REDHEAD,JAKE,MANAGER
,,,,,,,,,ALTONA CHURCH OF GOD IN CHRIST,"GOOSSEN, ROBERT",5097 RD 1 W,,ALTONA,R0G 0B0,2043248341,,,866107,,,,CHURCHES,GOOSSEN,HARVEY,DIRECTOR
,,,,,,,,,ALTONA CLEANERS,"ROSLING, DONNA",50 MAIN ST,,ALTONA,R0G 0B0,2043246708,,,721201,,,,CLEANERS,ROSLING,AL,OWNER
,,,,YES,,,,,ALTONA CLINIC,,217 5TH AVE NW,,ALTONA,R0G 0B1,2043246447,2295,,801101,,,,PHYSICIANS & SURGEONS,,P,
,,,,no,,,,,ALTONA COMMUNITY MEMORIAL,BRAD STREET,240 5 AVE NE,,ALTONA,R0G 0B0,2043246411,,,171102,3,,1,HEATING CONTRACTORS,,A,2
,,,,,,,,,ALTONA CURLING CLUB,"PETERS, TERRY",227C 10TH AVE NW,,ALTONA,R0G 0B1,2043246656,,,799707,,,,CURLING CLUBS,PETERS,CLAUDE,SITE MANAGER
,,,,,,,,,ALTONA DENTAL CTR,"FRASER, ROBERT",238 5TH AVE SW,29,ALTONA,R0G 0B0,2043246812,,,802101,,,,DENTISTS,FRASER,BOB,OWNER
,,,,,,,,,ALTONA FARM SVC LTD,"DRIGER, RHONDA",80 6TH AVE NW,,ALTONA,R0G 0B1,2043245523,,,508310,,,,FARM EQUIPMENT (WHLS),DRIGER,KEN,EXEC DIRECTOR
,,,,,,,,,ALTONA FIRE CHIEF OFFICE,"BRAUN, IRV",84 1ST ST NW,,ALTONA,R0G 0B0,2043248500,,,922404,,,,FIRE DEPARTMENTS,BRAUN,JOHN,SITE MANAGER
,,,,,,,,,ALTONA GREENHOUSE,"KLIPPENSTEIN, KEITH",14 10TH AVE NE,,ALTONA,R0G 0B0,2043246658,,,18101,,,,GREENHOUSES,KLIPPENSTEIN,OREST,MANAGER
,,,,no,,,,,ALTONA IGA,DEAN WRIGHT,69 2ND ST NW,,ALTONA,R0G 0B0,2043246425,,,864115,3,,1,NATIVES SERVICE ORGANIZATIONS,,I,2
,,,END 2009,NO,,,,,ALTONA MALL TRAVEL,"HILDEBRAND, LOIS",67 2ND ST NW,,ALTONA,R0G 0B1,2043246930,3904,,472402,,,,TRAVEL AGENCIES & BUREAUS,HILDEBRAND,SHARON,OWNER
,,,,,,,,,ALTONA MCC GIFT & THRIFT,"FRIESEN, CAROL",10 MAIN ST,,ALTONA,R0G 0B0,2043248323,,,593226,,,,SECOND HAND STORES,FRIESEN,HEIDI,OWNER
,,,,,,,,,ALTONA MENNONITE CHURCH,"KEHLER, DAN",267 8TH AVE NE,,ALTONA,R0G 0B0,2043246773,,,866107,,,,CHURCHES,KEHLER,JOHN,GENERAL MGR
,,,,,,,,,ALTONA MOTOR HOTEL,"SMITH, KAL",61 CENTRE AVE E,,ALTONA,R0G 0B0,2043245241,,,701101,,,,HOTELS & MOTELS,SMITH,KEVIN,OWNER
,,,,,,,,,ALTONA RCMP DETACHMENT,"FIGURSKI, THERESA",254 9TH AVE NE,,ALTONA,R0G 0B0,2043245217,,,922104,,,,POLICE DEPARTMENTS,FIGURSKI,KERRI,PRESIDENT
,,,,,,,,,ALTONA REINLANDER CHURCH,"SUDERMAN, HENRY",130 WILLOW BAY,,ALTONA,R0G 0B0,2043245762,,,866107,,,,CHURCHES,SUDERMAN,KEN,OWNER
,,,END 2004,NO,,,,,ALTONA SENIOR CITIZENS CLUB,"KEHLER, ABE",39 1ST ST NW,,ALTONA,R0G 0B0,2043248221,1425,,836101,,,,SENIOR CITIZENS SERVICE ORGANIZATIONS,KEHLER,PETER,OWNER
,,,,,,,,,ALTONA TOWN,"PENNER, JAKE",ROAD 10 N,,ALTONA,R0G 0B0,2043241379,,,495302,,,,GARBAGE COLLECTION,PENNER,MENNO,OWNER
,,,,,,,,,ALTONA TOWN,,111 CENTRE AVE W,,ALTONA,R0G 0B0,2043246468,,,912104,,,,"GOVERNMENT OFFICES-CITY, VILLAGE & TWP",,,
,,,,,,,,,ALTROM CANADA CORP,"EDGINTON, JASON",44 STEVENSON RD,,WINNIPEG,R3H 0W7,2046325774,,,501313,,,,AUTOMOBILE PARTS & SUPPLIES-WHOLESALE,EDGINTON,RICHARD,OWNER
,,,,YES,,,,,ALTUS GEOMATICS LP,,661 CENTURY ST,,WINNIPEG,R3H 0L9,2042722600,7805,,871301,,,,SURVEYORS-LAND,,,
,,,,YES,,,,,ALTUS GEOMATICS LP,"BALEY, KEN",158 11TH ST,100,BRANDON,R7A 4J4,2047270651,1907,,138203,,,,OIL & GAS EXPLORATION & DEVELOPMENT,BALEY,XANDRIA,MANAGER
,,,,YES,,,,,ALTUS GEONATICS PRO LAND,"BALEY, KEN W",280 ASHBURTON ST E,,VIRDEN,R0M 2C0,2047486860,1907,,871301,,,,SURVEYORS-LAND,BALEY,TAMMY D,MANAGER
,,,,,,,,,ALTUS GROUP LTD,"HOFFER, BILL",1 LOMBARD PL,610,WINNIPEG,R3B 0X3,2044523334,,,653116,,,,REAL ESTATE APPRAISERS,HOFFER,DAVID,OWNER
,,,,,,,,,ALTUS GROUP LTD,"SLAUGHTER, ROD",610 ONE LOMBARD,,WINNIPEG,R3B 0X3,2042721495,,,653116,,,,REAL ESTATE APPRAISERS,SLAUGHTER,RAY,OWNER
,,,,,,,,,ALUMA SYSTEMS CANADA INC,"FEENER, GORDON",201 OAK POINT HWY,,WINNIPEG,R2R 1T7,2046337072,,,152103,,,,GENERAL CONTRACTORS,FEENER,LEN,MANAGER
,,,,,,,,,ALUMARINE BOATS LTD,"DENISCHUK, RUSSELL",3000 MAIN ST,F,WINNIPEG,R2V 4T2,2043347700,,,373201,,,,BOATS-MANUFACTURERS,DENISCHUK,JIM,OWNER
,,,,no,,,,,ALUMICOR LIMITED,KEN ROWSON,205 HUTCHINGS ST,,WINNIPEG,R2X 2R4,2046338316,,,806202,11,,9,HOSPITALS,,A,2
,,,,,,,,,ALUMINUM SOUND,"SHORE, BARRY",251 VAUGHAN ST,,WINNIPEG,R3C 1T8,2049564340,,,573501,,,,RECORDS TAPES & COMPACT DISCS-RETAIL,SHORE,GURSEWAK,OWNER
,,,,,,,,,"ALVARE, GORDON",,221 ACADEMY RD,,WINNIPEG,R3M 0E3,2044759727,,,729999,,,,MISCELLANEOUS PERSONAL SERVICES NEC,ALVARE,,
,,,,,,,,,ALVERSTONE WALK-IN CHIRO OFC,"LESLIE, HOWARD DC",831 SARGENT AVE,,WINNIPEG,R3E 0C1,2047746485,,,729917,,,,MASSAGE THERAPISTS,LESLIE,DAVE,MANAGER
,,,,,,,,,ALVES CONSTRUCTION LTD,"ALVES, JOE",846 LANSDOWNE AVE,,WINNIPEG,R2X 1R9,2043381250,,,152103,,,,GENERAL CONTRACTORS,ALVES,LINDA,OWNER
,,,,,,,,,ALWAYS PROFESSONAL CLEANING CO,"VAIL, PETER",768 SCHOOL RD,,WINNIPEG,R2Y 0S5,2048856522,,,734902,,,,JANITOR SERVICE,VAIL,HECTOR,VICE PRESIDENT
,,,,,,,,,ALWAYS TOWING,"CHEEMA, TARSEN",1283 STORIE RD,,WINNIPEG,R2P 2T7,2047914808,,,754901,,,,WRECKER SERVICE,CHEEMA,LYNN,PARTNER
,,,,YES,,,,,ALWEST INDUSTRIES,"CURTIS, DANIEL",111 OMANDS CREEK BLVD,,WINNIPEG,R2R 1W3,2046335693,2755,,344106,,,,STEEL-STRUCTURAL (MFRS),CURTIS,STUART,VICE PRESIDENT
,,,,,,,,,ALZHEIMER SOCIETY OF MANITOBA,,90 BRANDT ST,9A,STEINBACH,R5G 0T3,2043265771,,,839919,,,,CHARITABLE INSTITUTIONS,,,
,,,,,,,,,ALZHEIMER SOCIETY OF MANITOBA,"LOEPPKY, GRETA",204 MAIN ST S,,WINKLER,R6W 2P9,2043255634,,,839919,,,,CHARITABLE INSTITUTIONS,LOEPPKY,IGOR,GENERAL MGR
,,,,,,,,,ALZHEIMER SOCIETY WESTMAN,"HOCKLEY, JULIE",457 9TH ST,4B,BRANDON,R7A 1K2,2047298320,,,839919,,,,CHARITABLE INSTITUTIONS,HOCKLEY,CRAIG,RELIGIOUS DIR
,,,,,,,,,ALZHEIMER SOCIETY-MANITOBA,"ROTHNEY, SYLVIA",108 SASKATCHEWAN AVE E,,PORTAGE-LA-PR,R1N 0L1,2049436622,,,839919,,,,CHARITABLE INSTITUTIONS,ROTHNEY,VIPIN,MANAGER
,,,,no,,,,,AM 1250 RADIO,CRYSTAL HILDEBRANDT,32 BRANDT ST,105,STEINBACH,R5G 2J7,2043263737,,,805909,2,,1,PERSONAL CARE HOMES,,A,2
,,,,,,,,,AM/PM SVC,"LEE, GLEN",1555 DUBLIN AVE,10,WINNIPEG,R3E 3M8,2046949055,,,504412,,,,CASH REGISTERS & SUPPLIES (WHLS),LEE,DARLENE,OWNER
,,,,,,,,,AMA GLASS & TRIM LTD,"MITCHELL, WAYNE",38 MAHONEE DR,,WINNIPEG,R2G 3S2,2046613570,,,753207,,,,AUTOMOBILE SEATCOVERS TOPS & UPHOLSTERY,MITCHELL,PETER,PRESIDENT
,,,,,,,,,AMALGAMATED DRYWALL SYSTEMS,"EYSSENS, BERT",128 VICTORIA AVE W,,WINNIPEG,R2C 1S5,2042242592,,,174203,,,,DRY WALL CONTRACTORS,EYSSENS,DAVE,PRESIDENT
,,,,,,,,,AMALGAMATED DRYWALL SYSTS LTD,"EYSSENS, RICHARD",1110 MCCALMAN AVE,,WINNIPEG,R2L 1H9,2046673689,,,174203,,,,DRY WALL CONTRACTORS,EYSSENS,DAVE,OWNER
,,,,,,,,,AMALGAMATED TRANSIT UNION,"GIRDEN, JIM",275 BROADWAY,401,WINNIPEG,R3C 4M6,2049435064,,,863101,,,,LABOR ORGANIZATIONS,GIRDEN,MILES,MANAGER
,,,,,,,,,AMANDA'S BEAUTY SALON,"KRAHN, AMANDA",398 EDISON AVE,A,WINNIPEG,R2G 0L8,2043381123,,,723106,,,,BEAUTY SALONS,KRAHN,BILL,MANAGER
,,,,,,,,,AMARANTH AGENCIES,"JOHNSON, GRACE",201 KINOSOTA RD N,,AMARANTH,R0H 0B0,2048432425,,,641112,,,,INSURANCE,JOHNSON,CHARLENE,OWNER
,,,,,,,,,AMARANTH GOSPEL MISSION,"BUECKERT, MARK",346 KINOSOTA RD N,,AMARANTH,R0H 0B0,2048432658,,,866107,,,,CHURCHES,BUECKERT,SHEILA,OWNER
,,,,,,,,,AMARANTH INN,"SHALWANI, ALLEN",100 KINOSOTA RD S,,AMARANTH,R0H 0B0,2048432248,,,701101,,,,HOTELS & MOTELS,SHALWANI,ROD,EXEC DIRECTOR
,,,,,,,,,AMARANTH MEMORIAL HALL,"PARSONS, JIM",205 KINOSOTA RD N,,AMARANTH,R0H 0B0,2048432223,,,799701,,,,RECREATION CENTERS,PARSONS,JOHN,MANAGER
,,,,,,,,,AMARANTH REDI-MIX INC,"COOPER, CLAYTON",422 LOCKPORT RD,,LOCKPORT,R1A 3L3,2047577719,,,152103,,,,GENERAL CONTRACTORS,COOPER,CAROLINE,MANAGER
,,,,,,,,,AMAZING CRUISES & SAFARIS,"VAN HOUDT, JOHN",1700 CORYDON AVE,2,WINNIPEG,R3N 0K1,2049898800,,,472402,,,,TRAVEL AGENCIES & BUREAUS,VAN HOUDT,PHIL,SITE MANAGER
,,,,,,,,,AMAZING ENTERTAINMENT,"PICKETH, AL",70 PLAZA DR,1211,WINNIPEG,R3T 5S1,2042332184,,,792227,,,,ENTERTAINERS-ADULT,PICKETH,RICHARD,PRESIDENT
,,,,,,,,,AMAZING GRACE MINISTRY,,432 ELGIN AVE,,WINNIPEG,R3A 0K7,2049431463,,,866107,,,,CHURCHES,,,
,,,,,,,,,AMBASSADOR BANQUET-CNFRNC CTR,"MARN, ANALIZA",2100 MCPHILLIPS ST,,WINNIPEG,R2V 3T9,2046976751,,,581216,,,,BANQUETS-ARRANGED,MARN,WAYNE,OWNER
,,,,,,,,,AMBASSADOR BANQUET-CNFRNC CTR,"SHULU, EMMY",1405 ST MATTHEWS AVE,,WINNIPEG,R3G 0K5,2047898872,,,581216,,,,BANQUETS-ARRANGED,SHULU,PARAMJIT,MANAGER
,,,,,,,,,AMBASSADOR BAPTIST CHURCH,"NEUFELD, LYLE",501 STEPHEN ST,,MORDEN,R6M 1E6,2048221414,,,866107,,,,CHURCHES,NEUFELD,NICOLE,PARTNER
,,,,no,,,,,AMBASSADOR MECHANICAL INC,CLAUDE CLOUTIER,400 FORT WHYTE WAY,110,MACDONALD,R0H 0S0,2042311094,,,208501,10,,1,WINERIES (MFRS),,I,2
,,,,,,,,,AMBASSADOR SALES 1986 INC,"RANDALL, ALLAN",1149 MANAHAN AVE,,WINNIPEG,R3T 6B7,2042537170,,,366906,,,,BURGLAR ALARM SYSTEMS & MONITORING-MFRS,RANDALL,GARY,OWNER
,,,,,,,,,AMBER AUTO SVC,"LAURIN, LUCIE",617 TRAVERSE RD,,STE ANNE,R5H 1B2,2044228454,,,554101,,,,SERVICE STATIONS-GASOLINE & OIL,LAURIN,YOUNG,OWNER
,,,,,,,,,AMBER DISTRIBUTORS INC,"GREENSLADE, KELLY",882 BRADFORD ST,,WINNIPEG,R3H 0N5,2047868843,,,507406,,,,PLUMBING FIXTURES & SUPPLIES-WHOLESALE,GREENSLADE,GEOFF,PRESIDENT
,,,,,,,,,AMBER MEADOW RETIREMENT RSDNC,"ANGELES, JEFF",320 PIPELINE RD,,WINNIPEG,R2P 2X5,2049778350,,,805904,,,,RETIREMENT COMMUNITIES & HOMES,ANGELES,ROB,MANAGER
,,,,,,,,,AMBER TRAILS COMMUNITY SCHOOL,"BUNKOWSKY, LORELEI",1575 TEMPLETON AVE,,WINNIPEG,R2P 2T5,2046975965,,,821103,,,,SCHOOLS,BUNKOWSKY,KEN,OWNER
,,,,YS,,,,,AMBERLEA-HILTON CUSTOM HOMES,,604 SHOREHILL DRIVE,"WINNIPEG, MB ",WINNIPEG,,(204)254-8790,END 2005,,,,,,,,,
,,,,,,,,,AMBIANCE PROPERTY MGMT INC,,168 HAVELOCK AVE,,WINNIPEG,R2M 1H7,2044154552,,,653108,,,,REAL ESTATE MANAGEMENT,,ANTHONY,
,,,,,,,,,AMBIENCE HAIR STUDIO INC,"TEKLE, MARY",175 CARLTON ST,104,WINNIPEG,R3C 3H9,2049426678,,,723106,,,,BEAUTY SALONS,TEKLE,N,MANAGER
,,,,,,,,,AMBIENT COMFORT SVC,"COOMBS, KEITH",667 COVENTRY RD,,WINNIPEG,R3R 1B8,2042995853,,,171110,,,,FURNACES-REPAIRING & CLEANING,COOMBS,RONALD,SITE MANAGER
,,,,no,,,,,AMBORG HOME HARDWARE,RAY REIMER,451 MAIN ST N,,ARBORG,R0C 0A0,2043765685,,,821103,18,,1,ACCOUNTANTS,,A,2
,,,,,,,,,"AMBROSE, RODNEY W R CA",,575 ST MARY'S RD,200,WINNIPEG,R2M 3L6,2042312265,,,804930,,,,ACCOUNTANTS,AMBROSE,,
,,,,,,,,,AMBROSI PAINTING & DECORATING,"AMBROSI, DANNY",655 CATHCART ST,,WINNIPEG,R3R 0S6,2049817316,,,172101,,,,PAINTERS,AMBROSI,RACCIATTI,MANAGER
,,,,,,,,,AMBROSIE LIGHTING & ELEC SVC,"AMBROSIE, WILLIAM",65 BURNETT AVE,,WINNIPEG,R2G 1C2,2049829100,,,173101,,,,ELECTRIC CONTRACTORS,AMBROSIE,GEORGE,MANAGER
,,,,,,,,,AMBUSH OUTDOOR PAINTBALL GAMES,"LATELL, STEVEN",NE 31-11-19W,,BRANDON,R7A 5Y2,2047251444,,,799601,,,,AMUSEMENT PLACES,LATELL,JIM,MANAGER
,,,,no,,,,,AMC FOAM TECHNOLOGIES INC,TOM SMERCHANSKI,151 PARAMOUNT RD,,WINNIPEG,R2X 2W6,2046338800,,,821103,11,,9,ACCOUNTANTS,,,2
,,,,YES,,,,,AMC FOAM TECHNOLOGIES INC,,3118 ASSINIBOINE AVE,,WINNIPEG,R3K 0B1,2048854738,7266,,503207,,,,CONCRETE CONSTR FORMS & ACCES (WHLS),,,
,,,,,,,,,AMC SIGNS,"GIESBRECHT, RENDAL",320 2ND ST NE,,ALTONA,R0G 0B0,2043246808,,,399302,,,,SIGNS (MFRS),GIESBRECHT,MIKE,OWNER
,,,,,,,,,AMCOR FENCING,"SHOL, LEN",3757 WAUGH RD,,SPRINGFIELD,R2E 1E4,2042227459,,,503903,,,,FENCE (WHLS),SHOL,AMANDEEP,SITE MANAGER
,,,,no,,,,,AMEC ENVIRONMENT & INFRSTRCTR,ALLISON DESGROSEILLIERS PE,440 DOVERCOURT DR,,WINNIPEG,R3Y 1G4,2044882997,,,329601,11,,9,FIBER GLASS FABRICATORS (MFRS),,I,2
,,,,,,,,,AMELL'S GAS & GO,"AMELL, TYLER",SE 16-3-11W,,PILOT MOUND,R0G 1P0,2048252133,,,554101,,,,SERVICE STATIONS-GASOLINE & OIL,AMELL,KELLY,MANAGER
,,,,,,,,,AMENITY HEALTH,,155 CARLTON ST,300,WINNIPEG,R3C 3H8,2046152804,,,809907,,,,HEALTH SERVICES,,,
,,,,,,,,,AMENITY HEALTH CARE,,155 CARLTON ST,300,WINNIPEG,R3C 3H8,2049577791,,,591205,,,,PHARMACIES,,,
